0/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : 0, q_loss : 0, SCL Loss : 0×0, ICL Loss : 0×0, UCL Loss : 0×0
3847/20000, episode_reward : 14, episode_length : 5, CTR : 0.4, a_loss : -58.02573776245117, q_loss : 1.1609355211257935, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3848/20000, episode_reward : 97, episode_length : 34, CTR : 0.38235294117647056, a_loss : -53.383670806884766, q_loss : 1.4844937324523926, SCL Loss : 0×0, ICL Loss : 34×1.0, UCL Loss : 0×0
3849/20000, episode_reward : 29, episode_length : 5, CTR : 0.8, a_loss : -60.76487350463867, q_loss : 1.1221473217010498, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3850/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -52.489837646484375, q_loss : 0.9210653901100159, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3851/20000, episode_reward : 22, episode_length : 9, CTR : 0.5555555555555556, a_loss : -53.60687255859375, q_loss : 1.1439275741577148, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
3852/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -57.35367965698242, q_loss : 0.9499562978744507, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3853/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -57.691646575927734, q_loss : 1.4163269996643066, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3854/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -57.87238311767578, q_loss : 1.7801883220672607, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3855/20000, episode_reward : 54, episode_length : 10, CTR : 0.6, a_loss : -49.909210205078125, q_loss : 0.80174720287323, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
3856/20000, episode_reward : 28, episode_length : 5, CTR : 0.6, a_loss : -56.914588928222656, q_loss : 1.0529135465621948, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3857/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -57.95632553100586, q_loss : 0.5895483493804932, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3858/20000, episode_reward : 4, episode_length : 5, CTR : 0.4, a_loss : -57.08130645751953, q_loss : 2.632014036178589, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3859/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -54.0388298034668, q_loss : 1.0787745714187622, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3860/20000, episode_reward : 6, episode_length : 3, CTR : 0.3333333333333333, a_loss : -50.63463592529297, q_loss : 1.0645673274993896, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3861/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -53.921836853027344, q_loss : 0.7997674942016602, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3862/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -53.70262908935547, q_loss : 0.6378827095031738, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3863/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -54.884056091308594, q_loss : 0.803596019744873, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3864/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -49.87630844116211, q_loss : 1.1022491455078125, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3865/20000, episode_reward : 102, episode_length : 39, CTR : 0.41025641025641024, a_loss : -47.76167678833008, q_loss : 0.926811695098877, SCL Loss : 0×0, ICL Loss : 39×1.0, UCL Loss : 0×0
3866/20000, episode_reward : 18, episode_length : 4, CTR : 0.5, a_loss : -57.70464324951172, q_loss : 1.073610782623291, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3867/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -52.584938049316406, q_loss : 1.151893138885498, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3868/20000, episode_reward : 27, episode_length : 4, CTR : 0.75, a_loss : -64.02255249023438, q_loss : 1.0918817520141602, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3869/20000, episode_reward : 20, episode_length : 3, CTR : 1.0, a_loss : -54.31845474243164, q_loss : 1.8488696813583374, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3870/20000, episode_reward : 16, episode_length : 5, CTR : 0.8, a_loss : -56.14898681640625, q_loss : 1.401190161705017, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3871/20000, episode_reward : 99, episode_length : 26, CTR : 0.5769230769230769, a_loss : -54.321502685546875, q_loss : 1.3334453105926514, SCL Loss : 0×0, ICL Loss : 26×1.0, UCL Loss : 0×0
3872/20000, episode_reward : 36, episode_length : 4, CTR : 1.0, a_loss : -57.45562744140625, q_loss : 0.7391054630279541, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3873/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -51.76893615722656, q_loss : 1.0867767333984375, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3874/20000, episode_reward : 93, episode_length : 15, CTR : 0.8, a_loss : -61.76786804199219, q_loss : 0.8676797151565552, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
3875/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -59.47657775878906, q_loss : 0.9041570425033569, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3876/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -62.716712951660156, q_loss : 1.5885694026947021, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3877/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -54.107818603515625, q_loss : 0.8063511252403259, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3878/20000, episode_reward : 11, episode_length : 3, CTR : 0.6666666666666666, a_loss : -57.485321044921875, q_loss : 0.5985146760940552, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3879/20000, episode_reward : 13, episode_length : 4, CTR : 0.5, a_loss : -54.84199523925781, q_loss : 0.6683789491653442, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3880/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -48.250877380371094, q_loss : 0.9694591164588928, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3881/20000, episode_reward : 83, episode_length : 35, CTR : 0.4857142857142857, a_loss : -58.199127197265625, q_loss : 1.5035226345062256, SCL Loss : 0×0, ICL Loss : 35×1.0, UCL Loss : 0×0
3882/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -54.53120422363281, q_loss : 0.9618803262710571, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3883/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -48.80776596069336, q_loss : 1.1696112155914307, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3884/20000, episode_reward : 19, episode_length : 6, CTR : 0.5, a_loss : -54.229156494140625, q_loss : 0.8906621932983398, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
3885/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -53.361961364746094, q_loss : 0.7102984189987183, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3886/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -54.59765625, q_loss : 0.7801259756088257, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3887/20000, episode_reward : 121, episode_length : 29, CTR : 0.7586206896551724, a_loss : -57.99115753173828, q_loss : 0.6054948568344116, SCL Loss : 0×0, ICL Loss : 29×1.0, UCL Loss : 0×0
3888/20000, episode_reward : 155, episode_length : 33, CTR : 0.6666666666666666, a_loss : -56.643714904785156, q_loss : 1.0381566286087036, SCL Loss : 0×0, ICL Loss : 33×1.0, UCL Loss : 0×0
3889/20000, episode_reward : 72, episode_length : 10, CTR : 0.8, a_loss : -50.179168701171875, q_loss : 0.9250414967536926, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
3890/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -57.43179702758789, q_loss : 1.0762465000152588, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3891/20000, episode_reward : 29, episode_length : 9, CTR : 0.5555555555555556, a_loss : -48.36884307861328, q_loss : 0.8202048540115356, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
3892/20000, episode_reward : 36, episode_length : 5, CTR : 0.8, a_loss : -54.98291015625, q_loss : 0.8054723143577576, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3893/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -50.94078826904297, q_loss : 1.0298020839691162, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3894/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -55.170955657958984, q_loss : 1.1100728511810303, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3895/20000, episode_reward : 40, episode_length : 18, CTR : 0.3888888888888889, a_loss : -48.90083312988281, q_loss : 0.7132648825645447, SCL Loss : 0×0, ICL Loss : 18×1.0, UCL Loss : 0×0
3896/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -58.360260009765625, q_loss : 0.9380506277084351, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3897/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -54.538639068603516, q_loss : 0.9590480923652649, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3898/20000, episode_reward : 9, episode_length : 14, CTR : 0.42857142857142855, a_loss : -54.9820671081543, q_loss : 1.1482970714569092, SCL Loss : 0×0, ICL Loss : 14×1.0, UCL Loss : 0×0
3899/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -57.48356628417969, q_loss : 0.8662139773368835, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3900/20000, episode_reward : 45, episode_length : 8, CTR : 0.75, a_loss : -57.04408264160156, q_loss : 0.9451416730880737, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
3901/20000, episode_reward : 9, episode_length : 3, CTR : 0.3333333333333333, a_loss : -57.55528259277344, q_loss : 0.9779265522956848, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3902/20000, episode_reward : 68, episode_length : 15, CTR : 0.8, a_loss : -56.174339294433594, q_loss : 0.7908242344856262, SCL Loss : 0×0, ICL Loss : 15×1.0, UCL Loss : 0×0
3903/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -58.71382522583008, q_loss : 1.30862295627594, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3904/20000, episode_reward : 9, episode_length : 3, CTR : 0.3333333333333333, a_loss : -50.00662612915039, q_loss : 0.8035602569580078, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3905/20000, episode_reward : 27, episode_length : 7, CTR : 0.42857142857142855, a_loss : -52.81654357910156, q_loss : 1.4549480676651, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
3906/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -57.1112060546875, q_loss : 1.1695365905761719, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3907/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -54.14156723022461, q_loss : 0.7320610880851746, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3908/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -51.83445739746094, q_loss : 1.2037872076034546, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3909/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -53.71240234375, q_loss : 0.7961195707321167, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3910/20000, episode_reward : 37, episode_length : 7, CTR : 0.7142857142857143, a_loss : -50.34687423706055, q_loss : 1.9612953662872314, SCL Loss : 0×0, ICL Loss : 7×1.0, UCL Loss : 0×0
3911/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -51.37513732910156, q_loss : 0.9054228067398071, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3912/20000, episode_reward : 27, episode_length : 6, CTR : 0.5, a_loss : -51.305023193359375, q_loss : 0.5838862657546997, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
3913/20000, episode_reward : 30, episode_length : 5, CTR : 1.0, a_loss : -59.878211975097656, q_loss : 0.6782184839248657, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3914/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -52.511878967285156, q_loss : 1.2691094875335693, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3915/20000, episode_reward : 63, episode_length : 11, CTR : 0.6363636363636364, a_loss : -53.30494689941406, q_loss : 1.123531699180603, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
3916/20000, episode_reward : 362, episode_length : 75, CTR : 0.6266666666666667, a_loss : -48.5732421875, q_loss : 0.8607662320137024, SCL Loss : 0×0, ICL Loss : 75×1.0, UCL Loss : 0×0
3917/20000, episode_reward : 29, episode_length : 5, CTR : 0.8, a_loss : -53.76252746582031, q_loss : 0.7220883965492249, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3918/20000, episode_reward : 36, episode_length : 8, CTR : 0.5, a_loss : -57.08135986328125, q_loss : 0.8156318068504333, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
3919/20000, episode_reward : 123, episode_length : 22, CTR : 0.6818181818181818, a_loss : -44.8177490234375, q_loss : 0.6199369430541992, SCL Loss : 0×0, ICL Loss : 22×1.0, UCL Loss : 0×0
3920/20000, episode_reward : 45, episode_length : 8, CTR : 0.625, a_loss : -52.69989013671875, q_loss : 0.8198205232620239, SCL Loss : 0×0, ICL Loss : 8×1.0, UCL Loss : 0×0
3921/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -54.45698547363281, q_loss : 1.1073392629623413, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3922/20000, episode_reward : 45, episode_length : 9, CTR : 0.5555555555555556, a_loss : -50.57151794433594, q_loss : 0.8941144943237305, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
3923/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -46.69221878051758, q_loss : 0.8500688672065735, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3924/20000, episode_reward : 21, episode_length : 6, CTR : 0.5, a_loss : -55.57591247558594, q_loss : 0.7100631594657898, SCL Loss : 0×0, ICL Loss : 6×1.0, UCL Loss : 0×0
3925/20000, episode_reward : 10, episode_length : 3, CTR : 0.6666666666666666, a_loss : -53.64692687988281, q_loss : 1.248512864112854, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3926/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -53.88079071044922, q_loss : 1.1483502388000488, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3927/20000, episode_reward : 11, episode_length : 2, CTR : 1.0, a_loss : -56.64170455932617, q_loss : 1.0881705284118652, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3928/20000, episode_reward : 9, episode_length : 3, CTR : 0.3333333333333333, a_loss : -51.51214599609375, q_loss : 1.4585747718811035, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3929/20000, episode_reward : 8, episode_length : 3, CTR : 0.6666666666666666, a_loss : -58.36760330200195, q_loss : 0.8635186553001404, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3930/20000, episode_reward : 66, episode_length : 11, CTR : 0.8181818181818182, a_loss : -43.55611038208008, q_loss : 0.9856637716293335, SCL Loss : 0×0, ICL Loss : 11×1.0, UCL Loss : 0×0
3931/20000, episode_reward : 96, episode_length : 27, CTR : 0.5185185185185185, a_loss : -47.01765060424805, q_loss : 0.7730329036712646, SCL Loss : 0×0, ICL Loss : 27×1.0, UCL Loss : 0×0
3932/20000, episode_reward : 19, episode_length : 4, CTR : 0.75, a_loss : -45.57403564453125, q_loss : 0.6798763275146484, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3933/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -51.80738830566406, q_loss : 0.8470916748046875, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3934/20000, episode_reward : 21, episode_length : 5, CTR : 0.8, a_loss : -58.75954055786133, q_loss : 0.9783034324645996, SCL Loss : 0×0, ICL Loss : 5×1.0, UCL Loss : 0×0
3935/20000, episode_reward : 9, episode_length : 4, CTR : 0.25, a_loss : -49.574554443359375, q_loss : 1.3640916347503662, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3936/20000, episode_reward : 63, episode_length : 13, CTR : 0.5384615384615384, a_loss : -43.597755432128906, q_loss : 0.9885675311088562, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
3937/20000, episode_reward : 64, episode_length : 10, CTR : 0.8, a_loss : -50.35276794433594, q_loss : 1.0379917621612549, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
3938/20000, episode_reward : 54, episode_length : 12, CTR : 0.5, a_loss : -55.38689422607422, q_loss : 1.3766710758209229, SCL Loss : 0×0, ICL Loss : 12×1.0, UCL Loss : 0×0
3939/20000, episode_reward : 10, episode_length : 4, CTR : 0.5, a_loss : -51.94798278808594, q_loss : 1.2297797203063965, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3940/20000, episode_reward : 45, episode_length : 18, CTR : 0.6111111111111112, a_loss : -51.51213073730469, q_loss : 0.8348345756530762, SCL Loss : 0×0, ICL Loss : 18×1.0, UCL Loss : 0×0
3941/20000, episode_reward : 108, episode_length : 19, CTR : 0.631578947368421, a_loss : -49.35190200805664, q_loss : 0.7683700919151306, SCL Loss : 0×0, ICL Loss : 19×1.0, UCL Loss : 0×0
3942/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -44.03898620605469, q_loss : 0.6568912267684937, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3943/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -49.26234436035156, q_loss : 1.7465846538543701, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3944/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -53.376277923583984, q_loss : 1.0972044467926025, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3945/20000, episode_reward : 27, episode_length : 3, CTR : 1.0, a_loss : -57.95540237426758, q_loss : 0.7074354887008667, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3946/20000, episode_reward : 18, episode_length : 3, CTR : 0.6666666666666666, a_loss : -55.17174530029297, q_loss : 0.9207803606987, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3947/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -50.61050033569336, q_loss : 0.9297753572463989, SCL Loss : 0×0, ICL Loss : 3×1.0, UCL Loss : 0×0
3948/20000, episode_reward : 108, episode_length : 18, CTR : 0.6666666666666666, a_loss : -50.88139343261719, q_loss : 0.852701723575592, SCL Loss : 0×0, ICL Loss : 18×1.0, UCL Loss : 0×0
3949/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -46.63850021362305, q_loss : 0.724590539932251, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3950/20000, episode_reward : 9, episode_length : 1, CTR : 1.0, a_loss : -56.62001037597656, q_loss : 0.8655929565429688, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3951/20000, episode_reward : 9, episode_length : 2, CTR : 0.5, a_loss : -47.80609130859375, q_loss : 0.8452472686767578, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3952/20000, episode_reward : 37, episode_length : 10, CTR : 0.5, a_loss : -44.88401794433594, q_loss : 1.225277066230774, SCL Loss : 0×0, ICL Loss : 10×1.0, UCL Loss : 0×0
3953/20000, episode_reward : 25, episode_length : 9, CTR : 0.5555555555555556, a_loss : -51.45652389526367, q_loss : 1.469067096710205, SCL Loss : 0×0, ICL Loss : 9×1.0, UCL Loss : 0×0
3954/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -56.28508758544922, q_loss : 0.9448546171188354, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3955/20000, episode_reward : 10, episode_length : 4, CTR : 0.5, a_loss : -56.32148742675781, q_loss : 0.9337087869644165, SCL Loss : 0×0, ICL Loss : 4×1.0, UCL Loss : 0×0
3956/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -56.659217834472656, q_loss : 1.565834879875183, SCL Loss : 0×0, ICL Loss : 1×1.0, UCL Loss : 0×0
3957/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -52.12925720214844, q_loss : 1.0495781898498535, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3958/20000, episode_reward : 18, episode_length : 2, CTR : 1.0, a_loss : -49.25565719604492, q_loss : 1.1309878826141357, SCL Loss : 0×0, ICL Loss : 2×1.0, UCL Loss : 0×0
3959/20000, episode_reward : 64, episode_length : 13, CTR : 0.6153846153846154, a_loss : -49.65071487426758, q_loss : 1.0215801000595093, SCL Loss : 0×0, ICL Loss : 13×1.0, UCL Loss : 0×0
